"","Brand","Year","Price","Odometer","Fuel","Seller_Type","Transmission","Owner"
"366","Maruti",2014,400000,90000,"Diesel","Individual","Manual","First Owner"
"367","Hyundai",2012,200000,46000,"Petrol","Individual","Manual","First Owner"
"368","Mahindra",2012,550000,80000,"Diesel","Individual","Manual","First Owner"
"369","Renault",2018,325000,35000,"Petrol","Individual","Manual","First Owner"
"370","Skoda",2017,860000,82080,"Diesel","Individual","Automatic","First Owner"
"371","Mahindra",2012,600000,200000,"Diesel","Individual","Manual","First Owner"
"372","Chevrolet",2009,125000,70000,"Petrol","Individual","Manual","First Owner"
"373","Maruti",2000,60000,40000,"Petrol","Individual","Manual","Third Owner"
"374","Chevrolet",2010,300000,120000,"Diesel","Individual","Manual","Third Owner"
"375","Ford",2007,190000,60000,"Petrol","Individual","Manual","Third Owner"
"376","Maruti",2013,400000,110000,"Diesel","Individual","Manual","First Owner"
"377","Tata",2011,260000,97000,"Diesel","Individual","Manual","Second Owner"
"378","Maruti",2017,400000,30000,"Petrol","Individual","Manual","First Owner"
"379","Hyundai",2010,250000,40000,"Petrol","Individual","Manual","First Owner"
"380","Hyundai",2019,600000,10000,"Petrol","Individual","Manual","First Owner"
"381","Maruti",2010,175000,52047,"Petrol","Individual","Manual","First Owner"
"382","Toyota",2011,450000,200000,"Diesel","Individual","Manual","Third Owner"
"383","Tata",2019,350000,15000,"Petrol","Individual","Automatic","Second Owner"
"384","Maruti",2018,800000,50000,"Diesel","Individual","Manual","First Owner"
"385","Maruti",2011,250000,70000,"Petrol","Individual","Manual","Second Owner"
"386","Maruti",2019,600000,10000,NA,"Individual","Manual","First Owner"
"387","Maruti",2017,600000,90000,"Diesel","Individual","Manual","First Owner"
"388","Maruti",2016,130000,40000,"Petrol","Individual","Manual","First Owner"
"389","Maruti",2006,90000,62009,NA,"Individual","Manual","Second Owner"
"390","Hyundai",2017,595000,33100,"Petrol","Individual","Manual","Second Owner"
"391","Hyundai",2014,190000,40000,"Petrol","Individual","Manual","Second Owner"
"392","Hyundai",1999,50000,120000,"Petrol","Individual","Manual","Second Owner"
"393","Maruti",2007,95000,80000,"Petrol","Individual","Manual","First Owner"
"394","Tata",2016,1000000,70000,"Diesel","Individual","Manual","First Owner"
"395","Mahindra",2006,220000,220000,"Petrol","Individual","Manual","Second Owner"
"396","Mahindra",2010,400000,50000,"Diesel","Individual","Manual","First Owner"
"397","Datsun",2015,315000,45000,"Petrol","Individual","Manual","Second Owner"
"398","Toyota",2014,1000000,110000,"Diesel","Individual","Manual","First Owner"
"399","Ford",2014,500000,49000,"Diesel","Individual","Manual","First Owner"
"400","Mahindra",2018,1600000,35000,"Diesel","Individual","Automatic","First Owner"
"401","Mahindra",2017,500000,160000,"Diesel","Individual","Manual","First Owner"
"402","Maruti",2007,70000,180000,"Petrol","Individual","Manual","Third Owner"
"403","Maruti",2007,105000,60000,"Petrol","Individual","Manual","Second Owner"
"404","Ford",2008,400000,110000,"Diesel","Individual","Manual","Third Owner"
"405","Maruti",2004,80000,60000,"Petrol","Individual","Manual","Third Owner"
"406","Maruti",2016,300000,30000,"Petrol","Individual","Manual","First Owner"
"407","Mahindra",2017,409999,40000,"Diesel","Individual","Manual","First Owner"
"408","Maruti",2009,250000,70000,"Petrol","Individual","Manual","First Owner"
"409","Tata",2010,250000,120000,"Diesel","Individual","Manual","Second Owner"
"410","Maruti",NA,215000,80000,"Diesel","Individual","Manual","Third Owner"
"411","Toyota",2015,1400000,NA,"Diesel","Individual","Manual","First Owner"
"412","Honda",2018,475000,20000,"Petrol","Individual","Manual","First Owner"
"413",NA,2018,475000,22000,"Petrol","Individual","Manual","First Owner"
"414","Chevrolet",2008,75000,35000,"Petrol","Individual","Manual","Second Owner"
"415","Chevrolet",2013,200000,120000,"Diesel","Individual","Manual","Second Owner"
"416","Tata",2019,575000,8000,"Petrol","Individual","Manual","First Owner"
"417","Maruti",2011,NA,40000,"Diesel","Individual","Manual","Second Owner"
"418","Maruti",2018,850000,10000,"Diesel","Individual","Manual","First Owner"
"419","Hyundai",2019,350000,30000,"Petrol",NA,"Manual","First Owner"
"420","Ford",2011,550000,54000,"Diesel","Individual","Manual","Second Owner"
"421","Hyundai",2017,330000,80577,"Petrol","Individual","Manual","First Owner"
"422","Honda",2017,1044999,25000,"Diesel","Individual","Manual","First Owner"
"423","Hyundai",2011,300000,127500,"Diesel","Individual","Manual","Second Owner"
"424","Hyundai",2015,NA,40903,"Petrol","Dealer","Manual","First Owner"
"425","Ford",2011,120000,60000,"Petrol","Individual","Manual","Third Owner"
"426","Maruti",2004,130000,46000,"Petrol","Individual","Manual","First Owner"
"427","Ford",2004,275000,22288,"Diesel","Dealer","Manual","Second Owner"
"428","Volkswagen",2011,270000,180000,"Diesel","Individual","Manual","Second Owner"
"429","Volkswagen",2015,500000,30000,"Diesel","Individual","Manual","Second Owner"
"430","Hyundai",2015,400000,61690,"Petrol","Dealer","Manual","First Owner"
"431","Hyundai",2015,600000,64484,"Petrol","Dealer","Manual","First Owner"
"432","Audi",2012,1350000,90000,"Diesel","Individual","Automatic","Second Owner"
"433","Renault",2013,400000,75976,"Diesel","Dealer","Manual","Second Owner"
"434","Ford",2011,220000,70000,"Diesel","Individual","Manual","Second Owner"
"435","Honda",2012,300000,85962,"Petrol",NA,"Manual","Second Owner"
"436","Maruti",2018,250000,120000,"Petrol","Individual","Manual","First Owner"
"437","Honda",2015,600000,120000,"Diesel","Individual","Manual","First Owner"
"438","Honda",2012,285000,75000,"Petrol","Individual","Automatic","Second Owner"
"439","Honda",2009,350000,57035,"Petrol","Dealer","Manual","First Owner"
"440","Mahindra",2011,170000,70000,"Diesel","Individual","Manual","Third Owner"
"441","Ford",2015,229999,45000,"Petrol","Individual","Manual","First Owner"
"442","Mahindra",2013,500000,72104,"Diesel","Dealer","Manual","Second Owner"
"443","Tata",2011,NA,15000,"Petrol","Individual","Manual","First Owner"
"444","Hyundai",2016,600000,30000,"Petrol","Individual","Manual","First Owner"
"445","Tata",2011,220000,80000,"Diesel","Individual","Manual","First Owner"
"446","Tata",2009,150000,164000,"Diesel","Individual","Manual","Second Owner"
"447","Maruti",2006,65000,124439,"Petrol","Individual","Manual","Second Owner"
"448","Maruti",2006,120000,77000,"Petrol","Individual","Manual","Second Owner"
"449","Maruti",2014,240000,90000,"Diesel","Individual","Manual","First Owner"
"450","Renault",2017,390000,30000,"Petrol","Individual","Manual","First Owner"
"451","Chevrolet",2012,180000,50000,"Petrol","Individual","Manual","First Owner"
"452","Maruti",2012,320000,80000,"Diesel","Individual","Manual","Second Owner"
"453","Maruti",2018,310000,5000,"Petrol","Individual","Manual","First Owner"
"454","Maruti",2018,420000,24000,"Petrol","Individual","Automatic","First Owner"
"455","Tata",2019,550000,10000,"Petrol","Individual","Manual","First Owner"
"456","Maruti",2016,550000,78000,"Diesel","Individual","Manual","Third Owner"
"457","Mahindra",2018,760000,50000,"Diesel","Individual","Manual","First Owner"
"458","Maruti",2001,43000,100000,"Petrol","Individual","Manual","Second Owner"
"459",NA,2018,250000,20000,NA,"Individual","Manual","First Owner"
"460","Hyundai",2019,500000,1250,"Petrol","Individual","Manual","First Owner"
"461","Tata",2015,380000,17152,"Petrol","Individual","Manual","First Owner"
"462","Mahindra",2019,1850000,5000,"Diesel","Individual","Automatic","First Owner"
"463","Volkswagen",2012,350000,77000,"Diesel","Individual",NA,"First Owner"
"464","Hyundai",2008,195000,90000,"Diesel","Individual","Manual","Second Owner"
"465","Chevrolet",2011,225000,80000,"Petrol","Individual","Manual","Second Owner"
"466","Toyota",2015,1125000,65000,"Diesel","Individual","Manual","First Owner"
"467","Tata",2011,133000,80000,"Diesel","Individual","Manual","First Owner"
"468","Hyundai",2013,200000,24005,"Petrol","Individual","Manual","First Owner"
"469","Maruti",2018,940000,20000,"Diesel","Individual","Manual","First Owner"
"470","Renault",2014,400000,120000,"Diesel","Individual",NA,"First Owner"
"471","Hyundai",2009,120000,120000,"Petrol","Individual","Manual","Second Owner"
"472","Maruti",2015,625000,80000,"Diesel","Individual","Manual","First Owner"
"473","Maruti",2005,110000,80000,"Petrol","Individual","Manual","First Owner"
"474","Renault",2012,490000,100000,"Diesel","Individual","Manual","First Owner"
"475","Maruti",2009,140000,120000,"Petrol","Individual","Manual","Second Owner"
"476","Ford",2011,175000,149000,"Diesel","Individual","Manual","Second Owner"
"477","Maruti",2005,90000,65000,"Petrol","Individual","Manual","Second Owner"
"478","Maruti",2009,275000,100000,"Diesel","Individual","Manual","Second Owner"
"479","Volkswagen",2011,300000,65000,"Diesel","Individual","Manual","Second Owner"
"480","Datsun",2018,270000,19000,"Petrol","Individual","Manual","Second Owner"
"481","Chevrolet",2010,130000,80000,"Petrol","Individual","Manual","Second Owner"
"482","Maruti",2015,275000,30000,"Petrol","Individual","Manual","First Owner"
"483","Maruti",2012,352000,109000,"Diesel","Individual","Manual","First Owner"
"484","Hyundai",2012,180000,90000,"LPG","Individual","Manual","First Owner"
"485","Maruti",2012,150000,90000,"Petrol","Individual","Manual","First Owner"
"486","Volkswagen",2011,300000,65000,"Diesel","Individual","Manual","Second Owner"
"487","Maruti",2010,300000,110000,"Diesel","Individual","Manual","Second Owner"
"488","Mahindra",2007,225000,120000,"Diesel","Individual","Manual","First Owner"
"489","Honda",2014,600000,44000,"Diesel","Individual","Manual","First Owner"
"490","Maruti",2015,500000,80000,"Petrol","Individual","Manual","First Owner"
"491","Honda",2018,900000,5000,"Petrol","Individual","Manual","First Owner"
"492","Hyundai",2016,600000,61000,"Petrol","Individual","Manual","First Owner"
"493","Toyota",2011,450000,100000,"Diesel","Individual","Manual","Second Owner"
"494","Hyundai",2009,NA,27633,"Petrol","Individual","Manual","First Owner"
"495","Maruti",2010,310000,100000,"Diesel","Individual","Manual","Third Owner"
"496","Hyundai",2012,250000,100000,"LPG","Individual","Manual","First Owner"
"497","Ford",2019,700000,12586,"Petrol","Dealer","Manual","First Owner"
"498","Fiat",2018,650000,38083,"Diesel","Dealer","Manual","First Owner"
"499","Ford",2012,400000,55328,"Diesel","Dealer","Manual","First Owner"
"500","Ford",2012,425000,81632,"Diesel","Dealer","Manual","First Owner"
"501","Ford",2016,600000,155201,"Diesel","Dealer","Manual","First Owner"
"502","Ford",2013,NA,93283,"Diesel","Dealer","Manual","First Owner"
"503","Maruti",2009,300000,217871,"Diesel","Dealer","Manual","First Owner"
"504","Ford",2012,450000,90165,"Diesel","Dealer","Manual","First Owner"
"505","Ford",2014,750000,101504,"Diesel","Dealer","Manual","First Owner"
"506","Ford",2010,325000,86017,"Diesel","Dealer","Manual","Second Owner"
"507","Mahindra",2013,900000,85036,"Diesel","Dealer","Manual","Second Owner"
"508","Ford",2006,180000,91086,"Petrol","Dealer","Manual","Second Owner"
"509","Fiat",2013,350000,160254,"Diesel","Dealer","Manual","Second Owner"
"510","Ford",2013,600000,125531,"Diesel","Dealer","Manual","Second Owner"
"511","Honda",2019,900000,60000,"Diesel","Individual","Manual","First Owner"
"512","Skoda",2006,350000,100000,"Diesel","Individual","Manual","First Owner"
"513","Maruti",2013,280000,90000,"Diesel","Individual","Manual","Third Owner"
"514","Mahindra",2009,225000,120000,"Diesel","Individual","Manual","Second Owner"
"515","Honda",2014,520000,82000,"Diesel","Individual","Manual","First Owner"
"516","Mahindra",2016,509999,NA,"Diesel","Individual","Manual","First Owner"
"517","Maruti",2019,556000,24000,"Petrol","Individual","Manual","First Owner"
"518","Tata",2014,225000,120000,"Diesel","Individual","Manual","First Owner"
"519","Honda",2013,325000,65000,"Diesel","Dealer","Manual","First Owner"
"520","Maruti",2013,365000,65000,"Diesel","Dealer","Manual","First Owner"
"521","Hyundai",2015,850000,84000,"Diesel","Dealer","Manual","First Owner"
"522","Toyota",2013,350000,75000,"Diesel","Dealer","Manual","First Owner"
"523","Maruti",2007,225000,50000,"Diesel","Dealer","Manual","First Owner"
"524","Maruti",2011,135000,50000,"Petrol","Individual","Manual","First Owner"
"525","Maruti",2007,140000,49000,"Petrol","Dealer","Manual","First Owner"
"526","Maruti",2016,665000,560000,"Diesel","Dealer",NA,"First Owner"
"527","Renault",2015,275000,14365,"Petrol","Dealer","Manual","First Owner"
"528","Toyota",2017,2750000,41000,"Diesel","Individual","Automatic","First Owner"
"529","Hyundai",2013,484999,65000,"Diesel","Dealer","Manual","First Owner"
"530","Maruti",2015,565000,65000,"Diesel","Dealer","Manual","First Owner"
"531","Maruti",2013,425000,61083,"Diesel","Dealer","Manual","First Owner"
"532","Toyota",2013,925000,75000,"Diesel","Individual","Manual","First Owner"
"533","Mahindra",2012,565000,72000,"Diesel","Dealer","Manual","First Owner"
"534","Renault",2014,525000,65000,"Diesel","Dealer","Manual","First Owner"
"535","Hyundai",2017,1650000,55000,"Diesel","Dealer","Manual","First Owner"
"536","Hyundai",2015,295000,21000,"Petrol","Dealer","Manual","Second Owner"
"537","Jaguar",2012,2050000,66363,"Petrol","Dealer","Automatic","Second Owner"
"538","Hyundai",2018,1475000,11700,"Petrol","Dealer","Automatic","First Owner"
"539",NA,2017,1100000,10000,"Petrol","Individual","Automatic","First Owner"
"540","Mercedes-Benz",2014,4400000,100000,"Diesel","Individual","Automatic","Second Owner"
"541","Maruti",2016,670000,7104,"Petrol","Trustmark Dealer","Manual","First Owner"
"542","Maruti",2015,750000,45974,"Diesel","Trustmark Dealer","Manual","First Owner"
"543","Hyundai",2015,760000,55340,"Petrol","Trustmark Dealer","Manual","First Owner"
"544","Volkswagen",2017,850000,20000,"Petrol","Dealer",NA,"Second Owner"
"545","Renault",2015,390000,61585,"Diesel","Trustmark Dealer","Manual","First Owner"
"546","Maruti",2016,450000,39415,"Petrol","Trustmark Dealer","Automatic","Second Owner"
"547","Honda",2014,425000,29654,"Petrol","Trustmark Dealer","Manual","First Owner"
"548","Maruti",2016,770000,64672,"Diesel","Trustmark Dealer","Manual","First Owner"
"549","Hyundai",2015,1150000,54634,"Diesel","Trustmark Dealer","Automatic","Second Owner"
"550","Honda",2015,775000,66521,"Petrol","Trustmark Dealer","Manual","First Owner"
"551","Toyota",2018,1725000,23974,"Diesel","Dealer","Automatic","Second Owner"
"552","BMW",2016,2150000,43000,"Diesel","Dealer","Automatic","First Owner"
"553","Renault",2013,450000,1000,"Diesel","Dealer","Manual","Second Owner"
"554","Mercedes-Benz",2018,3800000,10000,"Diesel","Dealer","Automatic","First Owner"
"555","Audi",2013,1580000,86000,"Diesel","Dealer","Automatic","First Owner"
"556","BMW",2019,4950000,30000,"Diesel","Dealer","Automatic","First Owner"
"557","Hyundai",2016,535000,52600,"Diesel","Individual","Manual","First Owner"
"558","Maruti",2012,225000,110000,"Petrol","Individual","Manual","Second Owner"
"559","Hyundai",2017,550000,19890,"Petrol","Dealer","Automatic","First Owner"
"560","Maruti",2016,670000,7104,"Petrol","Trustmark Dealer","Manual","First Owner"
"561","Maruti",2015,625000,11918,"Petrol","Trustmark Dealer","Manual","First Owner"
"562","Hyundai",2017,520000,10510,"Petrol","Dealer","Automatic","First Owner"
"563","Chevrolet",2016,239000,41000,"Petrol","Dealer","Manual","First Owner"
"564","Toyota",2017,2600000,47162,"Diesel","Trustmark Dealer","Automatic","First Owner"
"565","Maruti",2015,750000,45974,"Diesel","Trustmark Dealer","Manual","First Owner"
"566","Hyundai",2012,229999,49824,"Petrol","Dealer","Manual","First Owner"
"567","Audi",2013,1300000,58500,"Diesel","Dealer","Automatic","First Owner"
"568","Hyundai",2005,80000,56580,"Petrol","Dealer","Manual","First Owner"
"569","Skoda",2012,385000,52000,"Diesel","Dealer","Manual","First Owner"
"570","Hyundai",2015,760000,NA,"Petrol","Trustmark Dealer","Manual","First Owner"
"571","Maruti",2017,600000,46507,"Diesel","Trustmark Dealer","Manual","First Owner"
"572","Renault",2013,450000,1000,"Diesel","Dealer","Manual","Second Owner"
